,reaction,correct_reaction,test_reaction,transformation_score,whole_mol_score
103,1.0,62.0,32.0,0.09107142857142857,0.12038051988725337
104,1.0,62.0,12.0,0.25,0.13295700160530305
105,1.0,62.0,35.0,0.26666666666666666,0.10483870967741934
106,1.0,62.0,54.0,0.25,0.12995169082125604
107,1.0,62.0,8.0,0.03571428571428571,0.21801215164652493
108,1.0,62.0,19.0,0.07142857142857142,0.2730463611956972
109,1.0,62.0,18.0,0.0625,0.15814789455665867
110,1.0,62.0,69.0,0.05555555555555555,0.1703991502517498
111,1.0,62.0,94.0,0.075,0.16674417949151588
112,2.0,62.0,59.0,0.1111111111111111,0.09670514486660041
113,2.0,62.0,23.0,0.8372093023255814,0.533490319204605
114,2.0,62.0,58.0,0.10714285714285714,0.09090062111801242
115,2.0,62.0,13.0,0.19047619047619047,0.1712215320910973
116,2.0,62.0,80.0,0.14285714285714285,0.21697950083043252
117,2.0,62.0,98.0,0.280202403542062,0.20002443792766372
118,2.0,62.0,62.0,1.0,0.6099672143467764
119,2.0,62.0,84.0,0.06666666666666667,0.070291979720237
120,2.0,62.0,55.0,0.09523809523809523,0.08952283671384795
121,2.0,62.0,75.0,0.17391304347826086,0.30849980791394543
122,2.0,62.0,57.0,0.43037974683544306,0.6472567287784678
123,2.0,62.0,16.0,0.3240816326530612,0.3168290239082635
124,2.0,62.0,53.0,0.8,0.4508950169327528
125,2.0,62.0,77.0,0.8,0.4508950169327528
126,2.0,62.0,39.0,0.8,0.4227993369657459
127,2.0,62.0,99.0,0.2,0.16870748299319727
128,2.0,62.0,17.0,0.1285714285714286,0.2516133201697334
129,2.0,62.0,28.0,0.12,0.15603889827836614
130,2.0,62.0,31.0,0.14814814814814814,0.16248997594226142
131,2.0,62.0,88.0,0.4,0.3796387926768926
132,2.0,62.0,78.0,0.03571428571428571,0.18570797413793105
133,2.0,62.0,38.0,0.15202702702702703,0.21117039295392953
134,2.0,62.0,15.0,0.06896551724137931,0.250862369442675
135,2.0,62.0,34.0,0.10526315789473684,0.26320811570912017
136,2.0,62.0,86.0,0.10526315789473684,0.26320811570912017
137,2.0,62.0,67.0,0.05725806451612903,0.26227286412055284
138,2.0,62.0,87.0,0.0,0.16190096767926956
139,2.0,62.0,50.0,0.02666666666666667,0.22872064569778222
140,2.0,62.0,37.0,0.0,0.3152428469605947
141,2.0,62.0,11.0,0.11764705882352941,0.10312308634415188
142,2.0,62.0,68.0,0.0,0.24375065551299996
143,2.0,62.0,65.0,0.07142857142857142,0.3805522208883554
144,2.0,62.0,47.0,0.2,0.1632954066582385
145,2.0,62.0,97.0,0.05,0.21022508440409074
146,2.0,62.0,3.0,0.07142857142857142,0.3243028433987426
147,2.0,62.0,64.0,0.09231805929919137,0.21046264659710037
148,2.0,62.0,40.0,0.07142857142857142,0.07719878687620624
149,2.0,62.0,82.0,0.05263157894736842,0.056914893617021275
150,2.0,62.0,83.0,0.0,0.16103116824024571
151,2.0,62.0,73.0,0.05970149253731343,0.2317211499984609
152,2.0,62.0,52.0,0.16393442622950818,0.15044742729306487
153,2.0,62.0,36.0,0.06060606060606061,0.11533137126662307
154,2.0,62.0,4.0,0.16233766233766234,0.07988873515507897
155,2.0,62.0,43.0,0.09090909090909091,0.13287719298245612
156,2.0,62.0,96.0,0.13714285714285715,0.11666666666666667
157,2.0,62.0,51.0,0.08015873015873015,0.2233746408045977
158,2.0,62.0,10.0,0.13043478260869565,0.07414529914529915
159,2.0,62.0,32.0,0.09107142857142857,0.16500553709856036
160,2.0,62.0,12.0,0.25,0.12954004006713954
161,2.0,62.0,35.0,0.26666666666666666,0.1043859649122807
162,2.0,62.0,54.0,0.25,0.1273690078037904
163,2.0,62.0,8.0,0.03571428571428571,0.2766304253707963
164,2.0,62.0,19.0,0.07142857142857142,0.30568001361161523
165,2.0,62.0,18.0,0.0625,0.18170797413793105
166,2.0,62.0,69.0,0.05555555555555555,0.20759834298091706
167,2.0,62.0,94.0,0.075,0.20394337222068315
168,3.0,32.0,59.0,0.19444444444444445,0.13194444444444445
169,3.0,32.0,23.0,0.05,0.1923421406180027
170,3.0,32.0,58.0,0.35714285714285715,0.1623432568121118
171,3.0,32.0,13.0,0.2857142857142857,0.1397459165154265
172,3.0,32.0,80.0,0.2857142857142857,0.18205128205128204
173,3.0,32.0,98.0,0.15062111801242234,0.05917832167832168
174,3.0,32.0,62.0,0.125,0.1905132603245811
175,3.0,32.0,84.0,0.19405405405405407,0.10488366005078945
176,3.0,32.0,55.0,0.42857142857142855,0.15752032520325204
177,3.0,32.0,75.0,0.21739130434782608,0.13943231351289415
178,3.0,32.0,57.0,0.2631578947368421,0.15851376637262765
179,3.0,32.0,16.0,0.38095238095238093,0.23912503933078
180,3.0,32.0,53.0,0.0625,0.23928571428571427
181,3.0,32.0,77.0,0.0625,0.23928571428571427
182,3.0,32.0,39.0,0.0625,0.25786679536679535
183,3.0,32.0,99.0,0.3,0.17295285359801488
184,3.0,32.0,17.0,0.275,0.17248966087675766
185,3.0,32.0,28.0,0.2608695652173913,0.15945510835913312
186,3.0,32.0,31.0,0.34782608695652173,0.21071827679184735
187,3.0,32.0,88.0,0.34615384615384615,0.27536124207837687
188,3.0,32.0,78.0,0.21969696969696967,0.16778848587773437
189,3.0,32.0,38.0,0.20465686274509803,0.14214864788532158
190,3.0,32.0,15.0,0.13793103448275862,0.12222823888631071
191,3.0,32.0,34.0,0.21052631578947367,0.11536575198018588
192,3.0,32.0,86.0,0.21052631578947367,0.11536575198018588
193,3.0,32.0,67.0,0.1464285714285714,0.18764894587849668
194,3.0,32.0,87.0,0.11228070175438595,0.1952822076297686
195,3.0,32.0,50.0,0.12166666666666667,0.19234290403076162
196,3.0,32.0,37.0,0.15789473684210525,0.2867788461538462
197,3.0,32.0,11.0,0.15384615384615385,0.08386547467007237
198,3.0,32.0,68.0,0.15789473684210525,0.2669713966588967
199,3.0,32.0,65.0,0.17857142857142858,0.23157894736842105
200,3.0,32.0,47.0,0.25,0.10721003134796238
201,3.0,32.0,97.0,0.20833333333333331,0.1501902014006638
202,3.0,32.0,3.0,0.17857142857142858,0.19252961994152948
203,3.0,32.0,64.0,0.1492857142857143,0.14784075573549257
204,3.0,32.0,40.0,0.10714285714285714,0.06451612903225806
205,3.0,32.0,82.0,0.2631578947368421,0.08013312852022529
206,3.0,32.0,83.0,0.2631578947368421,0.10766879688802444
207,3.0,32.0,73.0,0.12318401937046006,0.1346573982125124
208,3.0,32.0,52.0,0.29508196721311475,0.08882978723404256
209,3.0,32.0,36.0,0.2,0.07769360269360269
210,3.0,32.0,4.0,0.17636363636363636,0.06743551587301587
211,3.0,32.0,43.0,0.3888888888888889,0.0987606931344593
212,3.0,32.0,96.0,0.06451612903225806,0.05761959559427914
213,3.0,32.0,51.0,0.25595238095238093,0.16655736469169308
214,3.0,32.0,10.0,0.13695652173913042,0.046953838943997496
215,3.0,32.0,32.0,0.875,0.897887323943662
216,3.0,32.0,12.0,0.35,0.1625326614408361
217,3.0,32.0,35.0,0.18181818181818182,0.07500000000000001
218,3.0,32.0,54.0,0.16666666666666666,0.16261237440507667
219,3.0,32.0,8.0,0.15595238095238095,0.21720691744268925
220,3.0,32.0,19.0,0.17857142857142858,0.1937534549474848
221,3.0,32.0,18.0,0.4583333333333333,0.5048524980730151
222,3.0,32.0,69.0,0.19444444444444442,0.15805953239262538
223,3.0,32.0,94.0,0.20833333333333331,0.18545195406097661
224,4.0,3.0,59.0,0.0875,0.06353562685220976
225,4.0,3.0,23.0,0.023255813953488372,0.44704660856726874
226,4.0,3.0,58.0,0.3404255319148936,0.17585287846481878
227,4.0,3.0,13.0,0.08,0.08167183577019643
228,4.0,3.0,80.0,0.1,0.11036838978015448
229,4.0,3.0,98.0,0.0851063829787234,0.07514949945051172
230,4.0,3.0,62.0,0.07142857142857142,0.2919640038459986
231,4.0,3.0,84.0,0.16015787287079353,0.11345082953028982
232,4.0,3.0,55.0,0.16,0.17667383292383293
233,4.0,3.0,75.0,0.2857142857142857,0.5217536163197187
234,4.0,3.0,57.0,0.2391304347826087,0.27671030405405406
235,4.0,3.0,16.0,0.10157421289355323,0.33579002696649757
236,4.0,3.0,53.0,0.02564102564102564,0.5712712051112581
237,4.0,3.0,77.0,0.02564102564102564,0.5712712051112581
238,4.0,3.0,39.0,0.02564102564102564,0.46421238158184625
239,4.0,3.0,99.0,0.15384615384615385,0.11602393617021277
240,4.0,3.0,17.0,0.16025641025641024,0.244238361131734
241,4.0,3.0,28.0,0.13043478260869565,0.1915940310470097
242,4.0,3.0,31.0,0.12903225806451613,0.3645124001681379
243,4.0,3.0,88.0,0.11764705882352941,0.36079380262841687
244,4.0,3.0,78.0,0.5541158536585366,0.4780382932821957
245,4.0,3.0,38.0,0.26071428571428573,0.3584753379745931
246,4.0,3.0,15.0,0.7083333333333334,0.5988758720048529
247,4.0,3.0,34.0,0.3157894736842105,0.5123986342296202
248,4.0,3.0,86.0,0.3157894736842105,0.5123986342296202
249,4.0,3.0,67.0,0.10664335664335664,0.3238025575050903
250,4.0,3.0,87.0,0.15732265446224256,0.3094252720851186
251,4.0,3.0,50.0,0.17759764185703758,0.19269115217297594
252,4.0,3.0,37.0,0.18421052631578946,0.4843660377943479
253,4.0,3.0,11.0,0.14285714285714285,0.12703193515524647
254,4.0,3.0,68.0,0.18421052631578946,0.44393542435773115
255,4.0,3.0,65.0,0.9375,0.7981072555205048
256,4.0,3.0,47.0,0.10256410256410256,0.07675078393310437
257,4.0,3.0,97.0,0.5841346153846154,0.7397072755102918
258,4.0,3.0,3.0,0.9375,0.8201981707317072
259,4.0,3.0,64.0,0.6145833333333334,0.4944849821201782
260,4.0,3.0,40.0,0.375,0.07936507936507936
261,4.0,3.0,82.0,0.13043478260869565,0.08908991228070176
262,4.0,3.0,83.0,0.18518518518518517,0.09963583946589788
263,4.0,3.0,73.0,0.7354166666666666,0.5669502043568234
264,4.0,3.0,52.0,0.17391304347826086,0.09169679075029664
265,4.0,3.0,36.0,0.13043478260869565,0.08342447113007259
266,4.0,3.0,4.0,0.06097560975609756,0.07105650086405443
267,4.0,3.0,43.0,0.23076923076923078,0.09020323408482574
268,4.0,3.0,96.0,0.10444947209653092,0.07488173490744465
269,4.0,3.0,51.0,0.4914772727272727,0.48803685459241625
270,4.0,3.0,10.0,0.21885521885521886,0.05418071091928207
271,4.0,3.0,32.0,0.11492673992673993,0.1628032517823255
272,4.0,3.0,12.0,0.1282051282051282,0.11947636595729116
273,4.0,3.0,35.0,0.10526315789473684,0.03334868724090281
274,4.0,3.0,54.0,0.09302325581395349,0.10624417520969245
275,4.0,3.0,8.0,0.4819078947368421,0.5001245401357858
276,4.0,3.0,19.0,0.9375,0.6640093079376024
277,4.0,3.0,18.0,0.5036337209302325,0.47865539351269804
278,4.0,3.0,69.0,0.5092905405405406,0.44622216404894005
279,4.0,3.0,94.0,0.5200320512820513,0.4443408672111929
280,5.0,4.0,59.0,0.10294117647058823,0.05485498108448929
281,5.0,4.0,23.0,0.12121212121212122,0.09643553327763854
282,5.0,4.0,58.0,0.34615384615384615,0.3412392173003378
283,5.0,4.0,13.0,0.3157894736842105,0.20614954577218728
284,5.0,4.0,80.0,0.2631578947368421,0.1525383141762452
285,5.0,4.0,98.0,0.4903846153846154,0.2345679012345679
286,5.0,4.0,62.0,0.18181818181818182,0.08207070707070707
287,5.0,4.0,84.0,0.3170731707317073,0.20148809523809524
288,5.0,4.0,55.0,0.15789473684210525,0.13500615763546797
289,5.0,4.0,75.0,0.3333333333333333,0.10582099758261021
290,5.0,4.0,57.0,0.125,0.11505768063145111
291,5.0,4.0,16.0,0.14,0.09111609710013965
292,5.0,4.0,53.0,0.08,0.0728425908129925
293,5.0,4.0,77.0,0.08,0.0728425908129925
294,5.0,4.0,39.0,0.08,0.0838941118258288
295,5.0,4.0,99.0,0.7222222222222222,0.31744421906693715
296,5.0,4.0,17.0,0.4011111111111111,0.16473312222433006
297,5.0,4.0,28.0,0.3125,0.13448275862068965
298,5.0,4.0,31.0,0.16,0.26210694717766486
299,5.0,4.0,88.0,0.17857142857142858,0.0669045669045669
300,5.0,4.0,78.0,0.15,0.06779205821489998
301,5.0,4.0,38.0,0.21885521885521886,0.15598283950770916
302,5.0,4.0,15.0,0.18518518518518517,0.08827056254549236
303,5.0,4.0,34.0,0.29411764705882354,0.08112903225806452
304,5.0,4.0,86.0,0.29411764705882354,0.08112903225806452
305,5.0,4.0,67.0,0.1111111111111111,0.07709575267574596
306,5.0,4.0,87.0,0.058823529411764705,0.09959024932286964
307,5.0,4.0,50.0,0.05263157894736842,0.07971422419096837
308,5.0,4.0,37.0,0.11764705882352941,0.19918049864573928
309,5.0,4.0,11.0,0.06666666666666667,0.0910958904109589
310,5.0,4.0,68.0,0.11764705882352941,0.24323931700339713
311,5.0,4.0,65.0,0.07692307692307693,0.06059773483530238
312,5.0,4.0,47.0,0.3333333333333333,0.19172113289760348
313,5.0,4.0,97.0,0.16666666666666666,0.06112207104666874
314,5.0,4.0,3.0,0.07692307692307693,0.05809385942604511
315,5.0,4.0,64.0,0.12962962962962962,0.1231107051699114
316,5.0,4.0,40.0,0.07692307692307693,0.07557932263814617
317,5.0,4.0,82.0,0.17647058823529413,0.12466843501326261
318,5.0,4.0,83.0,0.0,0.29504504504504503
319,5.0,4.0,73.0,0.14285714285714285,0.3162313177668222
320,5.0,4.0,52.0,0.17543859649122806,0.536144578313253
321,5.0,4.0,36.0,0.11764705882352941,0.3001050105010501
322,5.0,4.0,4.0,1.0,1.0
323,5.0,4.0,43.0,0.1,0.2938871473354232
324,5.0,4.0,96.0,0.31212121212121213,0.327020202020202
325,5.0,4.0,51.0,0.0956043956043956,0.3004773781057431
326,5.0,4.0,10.0,0.30219780219780223,0.2790346907993967
327,5.0,4.0,32.0,0.17636363636363636,0.0765625
328,5.0,4.0,12.0,0.4444444444444444,0.18915710037530004
329,5.0,4.0,35.0,0.4,0.5344827586206896
330,5.0,4.0,54.0,0.22727272727272727,0.17575757575757575
331,5.0,4.0,8.0,0.038461538461538464,0.04965403599165585
332,5.0,4.0,19.0,0.07692307692307693,0.09008705088584301
333,5.0,4.0,18.0,0.13636363636363635,0.07111438886932019
334,5.0,4.0,69.0,0.125,0.07526065940551638
335,5.0,4.0,94.0,0.1388888888888889,0.09264536404435161
336,6.0,8.0,59.0,0.0875,0.11743799153055051
337,6.0,8.0,23.0,0.05263157894736842,0.49723840117124984
338,6.0,8.0,58.0,0.0625,0.0984060984060984
339,6.0,8.0,13.0,0.08,0.09803921568627451
340,6.0,8.0,80.0,0.0625,0.16804702999960053
341,6.0,8.0,98.0,0.07886904761904762,0.08665005563469008
342,6.0,8.0,62.0,0.07142857142857142,0.33392943063352043
343,6.0,8.0,84.0,0.08029556650246306,0.10572424302104795
344,6.0,8.0,55.0,0.16,0.09952821629468336
345,6.0,8.0,75.0,0.07407407407407407,0.41090172142482473
346,6.0,8.0,57.0,0.2391304347826087,0.32989336085311316
347,6.0,8.0,16.0,0.09169278996865204,0.3976461808256547
348,6.0,8.0,53.0,0.06666666666666667,0.6243106617647058
349,6.0,8.0,77.0,0.06666666666666667,0.6243106617647058
350,6.0,8.0,39.0,0.06666666666666667,0.5013408722425116
351,6.0,8.0,99.0,0.08333333333333333,0.13898653862642546
352,6.0,8.0,17.0,0.14166666666666666,0.2555834948771225
353,6.0,8.0,28.0,0.12962962962962962,0.19033101673270794
354,6.0,8.0,31.0,0.12903225806451613,0.2120407618949291
355,6.0,8.0,88.0,0.11764705882352941,0.4458014517118859
356,6.0,8.0,78.0,0.46875,0.4360233636957017
357,6.0,8.0,38.0,0.06696428571428571,0.3138398270753281
358,6.0,8.0,15.0,0.041666666666666664,0.3853044495198866
359,6.0,8.0,34.0,0.07142857142857142,0.4004391734834173
360,6.0,8.0,86.0,0.07142857142857142,0.4004391734834173
361,6.0,8.0,67.0,0.13484848484848483,0.37114937188727076
362,6.0,8.0,87.0,0.07142857142857142,0.3223407480861476
363,6.0,8.0,50.0,0.26645962732919254,0.2414344106054661
364,6.0,8.0,37.0,0.0,0.5387844862055178
365,6.0,8.0,11.0,0.14285714285714285,0.14833059660645867
366,6.0,8.0,68.0,0.0,0.49794417897176796
367,6.0,8.0,65.0,0.9375,0.8627450980392157
368,6.0,8.0,47.0,0.08333333333333333,0.0892156862745098
369,6.0,8.0,97.0,0.46875,0.5230429374466475
370,6.0,8.0,3.0,0.9375,0.6750656652983646
371,6.0,8.0,64.0,0.53125,0.45924498239662837
372,6.0,8.0,40.0,0.375,0.0874027657735523
373,6.0,8.0,82.0,0.13043478260869565,0.09453995493688076
374,6.0,8.0,83.0,0.18518518518518517,0.1284735094223046
375,6.0,8.0,73.0,0.4862938596491228,0.4565223440369526
376,6.0,8.0,52.0,0.19607843137254902,0.11859314245316366
377,6.0,8.0,36.0,0.21428571428571427,0.09851551956815113
378,6.0,8.0,4.0,0.08193979933110368,0.04965403599165585
379,6.0,8.0,43.0,0.23076923076923078,0.13169707326465774
380,6.0,8.0,96.0,0.15,0.12142108250429628
381,6.0,8.0,51.0,0.54375,0.46676383220458395
382,6.0,8.0,10.0,0.25925925925925924,0.06435145618302544
383,6.0,8.0,32.0,0.18928571428571428,0.22643003591107552
384,6.0,8.0,12.0,0.08333333333333333,0.13346927839961897
385,6.0,8.0,35.0,0.10526315789473684,0.04819976771196283
386,6.0,8.0,54.0,0.07142857142857142,0.1339989008976003
387,6.0,8.0,8.0,0.6116071428571428,0.6669321895424837
388,6.0,8.0,19.0,0.9375,0.6031674499452778
389,6.0,8.0,18.0,0.4950657894736842,0.4646969290542468
390,6.0,8.0,69.0,0.5456730769230769,0.5004175137167465
391,6.0,8.0,94.0,0.5020833333333333,0.45763584689194825
392,7.0,12.0,59.0,0.17708333333333334,0.12068965517241378
393,7.0,12.0,23.0,0.1111111111111111,0.14513864513864513
394,7.0,12.0,58.0,0.25,0.1484189723320158
395,7.0,12.0,13.0,0.5882352941176471,0.7272727272727273
396,7.0,12.0,80.0,0.29411764705882354,0.1944553753281067
397,7.0,12.0,98.0,0.1821969696969697,0.15125691554262982
398,7.0,12.0,62.0,0.25,0.13989028213166144
399,7.0,12.0,84.0,0.24324324324324326,0.11392080036518563
400,7.0,12.0,55.0,0.23529411764705882,0.12837981045811003
401,7.0,12.0,75.0,0.47368421052631576,0.24165380456381297
402,7.0,12.0,57.0,0.18518518518518517,0.2059288537549407
403,7.0,12.0,16.0,0.22796709753231492,0.1815755532569692
404,7.0,12.0,53.0,0.125,0.13283208020050125
405,7.0,12.0,77.0,0.125,0.13283208020050125
406,7.0,12.0,39.0,0.125,0.1782106782106782
407,7.0,12.0,99.0,0.625,0.5882352941176471
408,7.0,12.0,17.0,0.390625,0.34563279857397505
409,7.0,12.0,28.0,0.27419354838709675,0.15057218581362058
410,7.0,12.0,31.0,0.21739130434782608,0.12528366183069697
411,7.0,12.0,88.0,0.2692307692307692,0.1469530758574673
412,7.0,12.0,78.0,0.1736111111111111,0.10132107218418378
413,7.0,12.0,38.0,0.35075757575757577,0.30124113440158323
414,7.0,12.0,15.0,0.2,0.16142328176082762
415,7.0,12.0,34.0,0.3333333333333333,0.10255432710636675
416,7.0,12.0,86.0,0.3333333333333333,0.10482705437909404
417,7.0,12.0,67.0,0.14166666666666666,0.14662437664868588
418,7.0,12.0,87.0,0.19569892473118278,0.1135729906547671
419,7.0,12.0,50.0,0.20146520146520147,0.1682038410350694
420,7.0,12.0,37.0,0.13333333333333333,0.1131276467029643
421,7.0,12.0,11.0,0.2413793103448276,0.08405564472980204
422,7.0,12.0,68.0,0.13333333333333333,0.14267321348602138
423,7.0,12.0,65.0,0.125,0.10816953316953318
424,7.0,12.0,47.0,0.375,0.5
425,7.0,12.0,97.0,0.1875,0.15309962368785898
426,7.0,12.0,3.0,0.125,0.11523246190176084
427,7.0,12.0,64.0,0.1825,0.12162289294642237
428,7.0,12.0,40.0,0.3,0.045626721763085396
429,7.0,12.0,82.0,0.26666666666666666,0.07923169267707082
430,7.0,12.0,83.0,0.05714285714285714,0.10495338254349766
431,7.0,12.0,73.0,0.1641949152542373,0.12887848497710092
432,7.0,12.0,52.0,0.25882352941176473,0.13942307692307693
433,7.0,12.0,36.0,0.16129032258064516,0.11965167256115533
434,7.0,12.0,4.0,0.2573099415204678,0.12152685436499505
435,7.0,12.0,43.0,0.16666666666666666,0.07985108303249097
436,7.0,12.0,96.0,0.2263056092843327,0.08483952160994962
437,7.0,12.0,51.0,0.14977477477477477,0.12509097141032685
438,7.0,12.0,10.0,0.16428571428571428,0.06557102242248686
439,7.0,12.0,32.0,0.2375,0.11921536123774001
440,7.0,12.0,12.0,1.0,0.9171195652173914
441,7.0,12.0,35.0,0.2727272727272727,0.15384615384615385
442,7.0,12.0,54.0,0.4,0.44193262411347517
443,7.0,12.0,8.0,0.09583333333333333,0.10731296517419692
444,7.0,12.0,19.0,0.125,0.17578564711496625
445,7.0,12.0,18.0,0.2375,0.13365105677579775
446,7.0,12.0,69.0,0.16964285714285715,0.09547924901185771
447,7.0,12.0,94.0,0.25,0.15796586059743956
448,8.0,13.0,59.0,0.2,0.1022897897897898
449,8.0,13.0,23.0,0.0,0.09285714285714286
450,8.0,13.0,58.0,0.25925925925925924,0.30108955620515543
451,8.0,13.0,13.0,0.35,0.25
452,8.0,13.0,80.0,0.2,0.22129353233830845
